PrimaryCollaborator_PersonId,SecondaryCollaborator_PersonId,MetricDate,Diverse_tie_score,Diverse_tie_type,Strong_tie_score,Strong_tie_type
00014d52-6545-3d9a-80be-dfb892e9fa16,7d3ae47a-ea85-3bb2-8463-4648aee7d87f,01/04/2023,0.128658268,0,0.069560552,1
0006b6c5-1dae-30d3-9232-b5283d9f75dc,8f8fd89f-0097-334a-a674-299017b4c46d,01/04/2023,0.09697509,0,0.08146599,1
000932b4-0d45-37ca-b8af-714482b030f2,fac14c83-5ac7-3821-bba3-908c9d6be556,01/04/2023,0.099831501,0,0.042804724,1
000ae09e-12c7-3c41-b750-ab93ebc6603d,b792c722-87b5-3b1a-8100-833f6dca2bd7,01/04/2023,0.030380726,0,0.064584122,1
000e2c9f-743e-3939-8e0a-2ff9c0a9a860,00706f8b-d4f4-3871-a86c-98cc2ea9b713,01/04/2023,0.18305045,0,0.129933398,1
0013a0b5-cc9e-37bf-ba5c-c718439dd35e,d1990119-1f37-3111-8969-1e67bcee9275,01/04/2023,0.111562032,0,0.011439976,2
00165472-7d42-3262-b8a5-48f85deb4b3e,3bc298f2-f281-37db-ad96-4b3ee68190c2,01/04/2023,0.114474936,0,0.030203323,2
001a08d4-d750-33b1-8f58-48ad0819691e,45ea5443-d20f-3d45-99c5-f26b01091274,01/04/2023,0.150354097,0,0.251214443,1
0020015a-31ea-3bb1-af15-0d50e22f01b9,37afa16d-0926-3c09-a241-d9657a752ad7,01/04/2023,0.037927177,0,0.008958297,2
0020365a-3a56-321d-8c46-0b4c044cb0d5,06a7bbc8-56fb-3f06-8de2-b0f2ba50ba8a,01/04/2023,0.096408891,0,3.19e-05,2
00233382-2efa-3571-9bbc-5fff42e088d6,b5d0c73f-079a-37b2-83d3-e4f902fdf960,01/04/2023,0.169475524,0,0.001879558,2
0024cdb5-1658-30e2-92b5-0c5bf7392ca7,853c56ac-10b4-3b21-9940-e4d01a97f411,01/04/2023,0.142251728,0,0.022758378,2
0027abcf-5919-34cc-b676-5f7dd9aafaf2,f209771e-f7e2-3656-96be-8d937cdc6a60,01/04/2023,0.197440327,2,0.00709538,2
003205b4-72a9-3121-83f1-e8d29ce5ec39,059379a7-c921-3f69-82d0-8de35d54855e,01/04/2023,0.127971647,0,0.008906448,2
003d03a0-9184-3b21-a067-82018be9e795,8d1a6051-8913-3235-b43b-45e0d67f4edd,01/04/2023,0.01555359,0,0.034668842,2
003d03a0-9184-3b21-a067-82018be9e795,c7b98981-5837-304c-8970-6a2c8a55c304,01/04/2023,0.063970794,0,0.048066497,1
0041e4f7-1945-3151-b1b9-4e951a6b29d3,92b779d3-7766-3ae3-9626-99f4cce9a762,01/04/2023,0.105437371,0,0.055363343,1
00425655-64ac-303a-9ec9-f9b3449f46a9,5f7a4b37-04fd-3320-8c6b-21b678b02bdc,01/04/2023,0.126586189,0,0.065265092,1
00425655-64ac-303a-9ec9-f9b3449f46a9,adcc98cb-b421-3399-9aac-d903a235f972,01/04/2023,0.159967711,0,0.013519041,2
004fd1e1-bb89-35f6-b134-477d06c4ebe3,c3d4592c-102e-3436-91c7-4a28cecd4843,01/04/2023,0.003774213,0,0.025982671,2
00520535-81d8-34a9-94c2-64b2a27a6a2a,a893cf27-d561-3e13-b629-e248b924e85e,01/04/2023,0.090004121,0,0.010445143,2
0058c63d-eaff-337e-bd0b-54bbfb2827f3,f2190952-6b7c-3415-b060-9d9a424478f3,01/04/2023,0.107609389,0,0.000154,2
00699f28-92b5-33d9-8fba-74e2074d7c16,6064224d-4a5b-3dba-af0e-b21d300060fb,01/04/2023,0.035687692,0,0.014519856,2
00706f8b-d4f4-3871-a86c-98cc2ea9b713,6f1bf73c-2e47-3a35-8a53-3cf719576aa4,01/04/2023,0.047679929,0,0.038919551,2
00752bae-2bc9-3b08-ba24-c9969bd414dd,4156fc27-d648-3620-985f-d94854db9bf9,01/04/2023,0.213934296,1,0.006967631,2
0079b5e0-d453-38a8-8b42-90513e002a81,b793888d-eee4-3566-8f19-d1384c463aa8,01/04/2023,0.240783662,1,0.002307114,2
008b9208-b223-3cb3-8466-0ebb82d11ff3,2a1278e1-2e51-39e3-95dc-92fb0fb39a5a,01/04/2023,0.063619836,0,2.61e-05,2
009e554a-26bc-3dae-bb60-2e5d0d0294a1,d1d04325-55f1-397d-83f0-f668b53d8f53,01/04/2023,0.160325724,0,0.027468944,2
