"","PersonId","MetricDate","After_hours_call_hours","After_hours_chat_hours","After_hours_collaboration_hours","After_hours_email_hours","After_hours_meeting_hours","After_hours_scheduled_call_hours","After_hours_unscheduled_call_hours","Call_hours","Calls","Chat_hours","Chats_sent","Collaboration_hours","Email_hours","Emails_sent","Meeting_and_call_hours","Meeting_hours","Meetings","Multitasking_hours","Scheduled_call_hours","Unscheduled_call_hours","Urgent_email_hours","Urgent_meeting_hours","Collaboration_hours_on_Friday","Collaboration_hours_on_Monday","Collaboration_hours_on_Saturday","Collaboration_hours_on_Sunday","Collaboration_hours_on_Thursday","Collaboration_hours_on_Tuesday","Collaboration_hours_on_Wednesday","Meeting_hours_on_Friday","Meeting_hours_on_Monday","Meeting_hours_on_Saturday","Meeting_hours_on_Sunday","Meeting_hours_on_Thursday","Meeting_hours_on_Tuesday","Meeting_hours_on_Wednesday","Unscheduled_weekend_calls","Weekend_chats_sent","Weekend_emails_sent","Weekend_meetings","Chats_sent_00_01","Chats_sent_01_02","Chats_sent_02_03","Chats_sent_03_04","Chats_sent_04_05","Chats_sent_05_06","Chats_sent_06_07","Chats_sent_07_08","Chats_sent_08_09","Chats_sent_09_10","Chats_sent_10_11","Chats_sent_11_12","Chats_sent_12_13","Chats_sent_13_14","Chats_sent_14_15","Chats_sent_15_16","Chats_sent_16_17","Chats_sent_17_18","Chats_sent_18_19","Chats_sent_19_20","Chats_sent_20_21","Chats_sent_21_22","Chats_sent_22_23","Chats_sent_23_24","Emails_sent_00_01","Emails_sent_01_02","Emails_sent_02_03","Emails_sent_03_04","Emails_sent_04_05","Emails_sent_05_06","Emails_sent_06_07","Emails_sent_07_08","Emails_sent_08_09","Emails_sent_09_10","Emails_sent_10_11","Emails_sent_11_12","Emails_sent_12_13","Emails_sent_13_14","Emails_sent_14_15","Emails_sent_15_16","Emails_sent_16_17","Emails_sent_17_18","Emails_sent_18_19","Emails_sent_19_20","Emails_sent_20_21","Emails_sent_21_22","Emails_sent_22_23","Emails_sent_23_24","Meetings_00_01","Meetings_01_02","Internal_meeting_hours_with_3_to_8_attendees","Internal_meeting_hours_without_manager_1_1","Small_group_chats_sent__excluding_manager","Small_group_emails_sent__excluding_manager","Small_group_meeting__call__and_chat_hours","Collaboration_hours_with_direct_reports","Manager_coaching_hours_1_1","Meeting_and_call_hours_with_manager","Meeting_and_call_hours_with_manager_1_1","Meeting_and_call_hours_with_skip_level","Meeting_hours_with_manager","Meeting_hours_with_manager_1_1","Meeting_hours_with_skip_level","Meetings_with_manager","Meetings_with_manager_1_1","Meetings_with_skip_level","Small_group_chats_sent__including_manager","Small_group_emails_sent__including_manager","Unscheduled_call_hours_with_manager","Unscheduled_call_hours_with_manager_1_1","Unscheduled_call_hours_with_skip_level","Internal_network_size","Conflicting_meeting_hours","Large_and_long_meeting_hours","Large_and_long_recurring_meeting_hours","Large_and_short_meeting_hours","Large_and_short_recurring_meeting_hours","Meeting_hours_ended_on_time","Meeting_hours_joined_on_time","Meeting_hours_not_ended_on_time","Meeting_hours_not_joined_on_time","Meeting_hours_with_12_to_24_hours_of_advanced_notice","Meeting_hours_with_24_or_more_hours_of_advanced_notice","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","Meeting_hours_with_six_to_12_hours_of_advanced_notice","Recurring_meeting_hours","Small_and_long_meeting_hours","Small_and_long_recurring_meeting_hours","Small_and_short_meeting_hours","Small_and_short_recurring_meeting_hours","Available_to_focus_hours","Interrupted_hours","Uninterrupted_hours","External_chat_hours","External_collaboration_hours","External_email_hours","External_meeting_hours","External_unscheduled_call_hours","Working_hours_call_hours","Working_hours_chat_hours","Working_hours_collaboration_hours","Working_hours_email_hours","Working_hours_meeting_hours","Working_hours_scheduled_call_hours","Working_hours_unscheduled_call_hours","LevelDesignation","Layer","SupervisorIndicator","Organization","FunctionType","WeekendDays","IsActive"
"1","a6afe34c-8524-32d3-a368-1517b29b68cd",2022-05-01,0,0,18.675938,0.7227222,18.25,0,0,0,0,0,0,38.214195,1.2953893,49,37.75,37.75,21.885416,0.8311946,0,0,0.059916668,0,1.57075,9.315445,0.09847222,0.13,5.065,17,5.034528,1.5,9.25,0,0,5,17,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,7,8,4,2,1,0,3,4,9,3,0,0,0,0,0,0,0,0,0.59375,0,2.25,3.5,0,42,6.25,3.5682225,3.5,24.25,0.5,3.25,24.25,0.5,3.25,3.8854165,2,2,0,2,0,0,0,46,4.75,29.75,23.75,1.25,0.25,0,0,0,0,0,37.75,0,0,25.25,0.25,0.25,6.5,1,22.999998,3.6058888,19.39411,0,4.8890276,0.13902777,4.75,0,0,0,19.53825,0.57266676,19.5,0,0,"Manager",3,"Manager","Sales and Marketing","G_and_A","[SUNDAY, SATURDAY]",TRUE
"2","d6368140-9312-380b-bbc9-9a32bcef4b83",2022-05-01,0,0,4.8278027,0.9255558,4,0,0,0,0,0,0,14.094118,1.78764,58,12.75,12.75,14.4,0.4435278,0,0,0.065,0,1.090028,5.1486382,0.35727778,0.22749999,1.695,1.2606666,4.315,0.75,5,0,0,1.5,1.25,4.25,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,7,7,3,10,5,4,4,0,4,0,0,0,0,0,0,0.75,0,0,18,1.5,0,0,10.5,0.75,7.25,10.5,0.75,7.25,10,3,6.4,0,26,0,0,0,43,1,7,7,4.25,2.25,0,0,0,0,0,12.75,0,0,10,0,0,1.5,0.75,33.75,5.763528,27.986473,0,5.704776,0.45477778,5.25,0,0,0,9.266307,0.86208355,8.75,0,0,"Support",3,"Individual Contributor","Finance","Sales","[SUNDAY, SATURDAY]",TRUE
"3","60bf99b0-65fd-3c3f-94fb-8ceb451d59e7",2022-05-01,0,0,1.4978058,0.8128058,0.75,0,0,0,0,0,0,14.337418,1.4014729,46,13.25,13.25,15.033334,0.31405556,0,0,0.065,0,0.63,2.4125,0.13013887,0.195,5.644778,1.5975001,3.7275002,0.5,2.25,0,0,5.5,1.5,3.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,3,4,5,2,2,2,0,4,3,0,0,6,0,0,0,0,0,4.25,0,0,25,4.75,0,0,6,0.5,5.75,6,0.5,5.75,6.2,2,7.7,0,18,0,0,0,32,4.5,4,0.5,4.5,3.5,0,0,0,0,0,11.25,0,2,5.5,2.5,0.5,2.25,1,30,4.763445,25.236555,0,1.0975,0.0975,1,0,0,0,12.839611,0.5886667,12.5,0,0,"Support",3,"Individual Contributor","Product","IT","[SUNDAY, SATURDAY]",TRUE
"4","93fddd74-3667-392b-ba5a-92d855772cb0",2022-05-01,0,0,59.265892,2.2836683,59,0,0,0,0,0,0,87.765884,2.6370573,108,87.5,87.5,46.204456,2.3711681,0,0,0.065,0,24,1.3565278,9.343333,0.033527777,24,7.5325,21.5,24,1.25,9.25,0,24,7.5,21.5,0,0,10,5.0952377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,7,3,7,18,3,12,10,7,0,0,0,0,0,0,0,0,0,0,14,0,0,5,5.518749,2.1666667,13.5,1.5,0,94,16,1.5340555,1.5,46.75,1,29.75,46.75,1,29.75,11.821726,4,1.2395834,0,3,0,0,0,64,48.25,63.25,53,6.5,5.5,0,0,0,0,0,87.5,0,0,64.5,6.5,4.75,11.25,1.25,16.5,0.25,16.25,0,6.8006387,0.30063888,6.5,0,0,0,28.5,0.35338888,28.5,0,0,"Director",2,"Manager+","Sales and Marketing","Analytics","[SUNDAY, SATURDAY]",TRUE
"5","53183116-2cb2-32ee-9042-d62eb7061407",2022-05-01,0,0,2.1468058,0.52016664,1.75,0,0,0,0,0,0,9.922055,1.0076671,32,9.25,9.25,9.7,0.3356111,0,0,0.065,0,1.0110834,4.9954443,0,0.0975,3.3475,0.30802777,0.1625,1,4.75,0,0,3.25,0.25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,3,2,2,3,2,3,1,1,1,2,0,0,0,0,0,0,0,0,1.25,0,0,19,1.5,0,0,5,0.25,4.5,5,0.25,4.5,3.7,1,2.7,0,12,0,0,0,36,1,5.75,5.75,2,2,0,0,0,0,0,9.25,0,0,7.75,0,0,1.5,0,35,3.3865,31.613499,0,1.7825,0.0325,1.75,0,0,0,7.7752495,0.48749998,7.5,0,0,"Support",3,"Individual Contributor","Sales and Marketing","IT","[SUNDAY, SATURDAY]",TRUE
"6","0a83c097-8796-3b8b-b15f-e68952170e25",2022-05-01,0,0,10.339335,1.3330007,9.25,0,0,0,0,0,0,11.404808,1.7134732,56,10,10,12,0.30866668,0,0,0.0975,0,1.8801666,1.042639,0.2925,0.1625,4.1463337,2.695,1.1856668,1.75,0.75,0,0,4,2.5,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,5,2,6,4,10,1,6,4,1,2,5,0.2,0,0.25,0,0,32,1.25,0,0,8,1,6.75,8,1,6.75,8,2,6,0,16,0,0,0,0,0.25,4.5,2.5,4.25,2,0,0,0,0,2,8,0,0,4.75,0,0,1.25,0.25,39.25,3.711111,35.53889,0,4.4125004,0.1625,4.25,0,0,0,1.0654722,0.3804722,0.75,0,0,"Support",3,"Individual Contributor","HR","Engineering","[SUNDAY, SATURDAY]",TRUE
"7","17ac6cbf-1b86-3c01-a7c1-34a98303a692",2022-05-01,0,0,6.400386,0.84305584,5.75,0,0,0,0,0,0,8.845751,1.1359172,38,8,8,14,0.29016665,0,0,0.065,0,1.3565834,3.315361,0.195,0.195,0.63,1.815,1.3388057,1.25,3.25,0,0,0.5,1.75,1.25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,7,1,3,0,4,2,1,2,2,8,0,0,1.25,0,0,13,1.75,0,0,5.75,0.5,4.25,5.75,0.5,4.25,7,2,5,0,22,0,0,0,44,0,2.5,2.5,3.75,3,0,0,0,0,0,8,0,0,5.75,0,0,1.75,0.25,37.75,2.8760836,34.873917,0,0.84749997,0.0975,0.75,0,0,0,2.4453611,0.2928611,2.25,0,0,"Support",3,"Individual Contributor","Finance","Engineering","[SUNDAY, SATURDAY]",TRUE
"8","48cfb0e6-05da-31c9-b0a0-cd00cea8625f",2022-05-01,0,0,0.9551947,0.4551944,0.5,0,0,0,0,0,0,8.867695,0.7151946,23,8.25,8.25,8.7,0.0975,0,0,0,0,1.0975001,1.1301945,0.0325,0.0975,2.13,2.5325,1.8475001,1,1,0,0,2,2.5,1.75,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,2,3,5,1,0,4,0,0,0,0,0,2,0,0,16,3.25,0,0,3.75,1.25,2.5,3.75,1.25,2.5,1.7,1,2.7,0,5,0,0,0,26,0.75,1.75,1.75,3.25,2,0,0,0,0,0,8.25,0,0,5.75,3.25,2,0,0,34.75,2.4234447,32.326553,0,2.815,0.065,2.75,0,0,0,7.9124994,0.26,7.75,0,0,"Support",3,"Individual Contributor","HR","Analytics","[SUNDAY, SATURDAY]",TRUE
"9","1f907ab1-f3de-3472-acef-a0c6900100de",2022-05-01,0,0,6.205193,0.4876944,5.75,0,0,0,0,0,0,9.011336,0.73541677,24,8.5,8.5,9,0.22408333,0,0,0.0325,0,0.59769446,2.5886388,0.065,0.0325,4.9124994,0.75,0.065,0.5,2.5,0,0,4.75,0.75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,6,1,1,2,0,0,3,1,2,0,0,0.25,0,0,14,0.5,0,0,3,0.25,4.75,3,0.25,4.75,3,1,3,0,9,0,0,0,25,0.25,6.5,2.5,1.5,1.25,0,0,0,0,0,8.5,0,0,4,0,0,0.5,0.25,37.25,0.51977766,36.73022,0,0.0325,0.0325,0,0,0,0,2.8061388,0.24772221,2.75,0,0,"Senior IC",3,"Individual Contributor","Product","Analytics","[SUNDAY, SATURDAY]",TRUE
"10","5538a778-326b-3efe-92f1-830341624b7a",2022-05-01,0,0,4.837081,0.9457226,4,0,0,0,0,0,0,14.579561,1.8444732,60,13.25,13.25,16.666668,0.51491666,0,0,0.065,0,0.5975001,6.4323606,0.31708333,0.22749999,2.63,0.81500006,3.5601113,0.5,6.25,0,0,2.5,0.75,3.25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,7,5,5,8,4,8,8,2,0,0,0,0,0,0,0,1,0,0,17,1.5,0,0,7.75,0.5,8,7.75,0.5,8,8,2,9.666667,0,22,0,0,0,47,2.5,7.75,7.75,3.75,1.5,0,0,0,0,0,13.25,0,0,9.25,0,0,1.75,0,33.25,6.798139,26.451862,0,5.857192,0.60719454,5.25,0,0,0,9.742472,0.8987502,9.25,0,0,"Support",3,"Individual Contributor","Finance","Sales","[SUNDAY, SATURDAY]",TRUE
